Year Installed,Month Installed,Object ID,Address,Location,Street,Placement,Number of Racks,Number of Spaces,Last Edited Date,Geom
2011,2,218,998 GUERRERO ST,Liberties Irish Bar,GUERRERO,SIDEWALK,1,2,,"(37.7552789475, -122.423539008)"
2011,1,219,19 SAINT MARYS AVE,St John the Evangelist Catholic Church,SAINT MARYS,SIDEWALK,1,2,,"(37.7339789476, -122.426832009)"
0,0,220,1372 MISSION ST,St. James Infirmary,MISSION,SIDEWALK,1,2,,"(37.775738168, -122.415736009)"
2012,9,221,1398 MISSION ST,Cumaica Coffee,MISSION,SIDEWALK,1,2,,"(37.7758619481, -122.415956008)"
2012,2,222,2700 24TH ST,Wok & Go Chinese Restaurant,POTRERO,SIDEWALK,1,2,,"(37.7531479478, -122.406691009)"
2012,4,223,1 SOUTH PARK,The American Grilled Cheese Kitchen,02ND ST,SIDEWALK,2,4,,"(37.7820529478, -122.392835009)"
2012,4,224,675 CALIFORNIA ST,Eight Inc,CALIFORNIA ST,SIDEWALK,3,6,,"(37.7922799483, -122.405694009)"
2011,6,225,925 TARAVAL ST,DOC-FAI Martial Arts,TARAVAL,SIDEWALK,1,2,,"(37.7427819479, -122.476169008)"
2012,2,226,1326 GROVE ST,Basa Collective,GROVE,SIDEWALK,1,2,,"(37.7760669476, -122.438524008)"
2010,12,227,1723 POLK ST,The Cinch bar,POLK,SIDEWALK,1,2,,"(37.792733948, -122.421460009)"
2005,0,228,1449 MISSION ST,Henry Gertmenian Co.,MISSION,SIDEWALK,1,2,,"(37.7745831278, -122.416178309)"
2011,2,229,417 14TH ST,Asta Yoga,14TH ST,SIDEWALK,2,4,,"(37.7678419476, -122.422709009)"
2011,2,230,250 14TH ST,San Francisco Herb Co,14TH ST,SIDEWALK,1,2,,"(37.7686389478, -122.418765008)"
2010,11,231,1010 GOUGH ST,Family Service Agency of SF,GOUGH,SIDEWALK,3,6,,"(37.7827619479, -122.423925009)"
2010,11,232,465 GROVE ST,Double Decker restaurant,GROVE,SIDEWALK,2,4,,"(37.7774509481, -122.424091009)"
2011,6,233,3901 NORIEGA ST,The Pizza Place,NORIEGA,SIDEWALK,1,2,,"(37.7526979482, -122.505608009)"
0,0,234,1449 MISSION ST,Henry Gertmenian Co.,MISSION,SIDEWALK,1,2,,"(37.7745831278, -122.416178309)"
2012,2,235,1113 TREAT AVE,bike shop,TREAT,SIDEWALK,1,2,,"(37.7523879477, -122.412761009)"
2010,10,236,557 WALLER ST,Flourish: A Chiropractic Studio,WALLER,SIDEWALK,2,4,,"(37.7706819482, -122.432862008)"
2011,6,237,59 30TH ST,Stefano's Restaurant,30TH ST,SIDEWALK,1,2,,"(37.7421109476, -122.423092009)"
2005,0,238,1453 MISSION ST,California Institute of Integral Studies,MISSION,SIDEWALK,1,2,,"(37.7745829479, -122.416178009)"
2011,3,239,939 POST ST,SF Party Store,POST,SIDEWALK,1,2,,"(37.7868939477, -122.417278009)"
2015,1,240,1051 MARKET ST,3 Potato 4,MARKET ST,SIDEWALK,1,2,,"(37.7811229483, -122.411161808)"
2011,1,241,51 HAVELOCK ST,Balboa Park Swimming Pool,HAVELOCK,SIDEWALK,2,4,,"(37.7247716677, -122.446252908)"
2011,6,242,None,Lincoln Park playground,CLEMENT,SIDEWALK,1,2,,"(37.7820999477, -122.493600009)"
2011,6,243,None,Lincoln Park playground,CLEMENT,SIDEWALK,1,2,,"(37.7820999477, -122.493600009)"
2011,3,244,2440 MARIPOSA ST,Runaway Films,MARIPOSA,SIDEWALK,3,6,,"(37.763383948, -122.408102008)"
2011,3,245,2898 FOLSOM ST,R Image Market,FOLSOM,SIDEWALK,2,4,,"(37.7510199476, -122.414245008)"
0,0,246,1453 MISSION ST,California Institute of Integral Studies,MISSION,SIDEWALK,1,2,,"(37.7745829479, -122.416178009)"
2010,11,247,134 GOLDEN GATE AVE,North of Market Tenderloin Community Benefit District facility,GOLDEN GATE,SIDEWALK,1,2,,"(37.7822629481, -122.412985009)"
2011,11,248,550 GEARY ST,Hotel Adagio,GEARY,SIDEWALK,1,2,,"(37.7870979483, -122.412538009)"
2013,1,249,854 FOLSOM ST,Barber Lounge,FOLSOM,SIDEWALK,2,4,,"(37.7812809482, -122.402698008)"
2010,10,250,544 HAIGHT ST,Pandora's Trunk,HAIGHT,SIDEWALK,1,2,,"(37.7720419482, -122.431193009)"
2011,3,251,286 12TH ST,SF Chocolate Factory Bridge Brands Chocolate,12TH ST,SIDEWALK,2,4,,"(37.7708959476, -122.415416008)"
2011,3,252,3400 CESAR CHAVEZ ST,Walgreens,CESAR CHAVEZ,SIDEWALK,3,6,,"(37.7484969476, -122.418662009)"
2012,6,253,3505 17TH ST,Claire's Deli,17TH ST,SIDEWALK,1,2,,"(37.7630089478, -122.424214009)"
2011,6,254,750 16TH AVE,Argonne Community Garden,16TH AVE,SIDEWALK,2,4,,"(37.7739689476, -122.474057008)"
2011,3,255,2505 MARIPOSA ST,"Socratic Technologies, Inc.",MARIPOSA,SIDEWALK,1,2,,"(37.7628919476, -122.408689009)"
2010,9,256,1351 HARRISON ST,Circle Community Acupuncture,HARRISON,SIDEWALK,1,2,,"(37.7718649483, -122.410613008)"
2011,11,257,490 POST ST,Medical Dental building,POST,SIDEWALK,1,2,,"(37.7884069479, -122.409757008)"
2010,11,258,354 LAGUNA HONDA BLVD,Muni Laguna Honda Station,LAGUNA HONDA,SIDEWALK,4,8,,"(37.747864648, -122.459318709)"
2011,3,259,2150 FOLSOM ST,Workspace Artists Studio,FOLSOM,SIDEWALK,2,4,,"(37.7628359478, -122.415421009)"
2011,6,260,1824 IRVING ST,Underdogs Sports Bar and Grill,IRVING,SIDEWALK,1,2,,"(37.763788948, -122.477652009)"
2010,10,261,1298 MARKET ST,Ananda Fuara Restaurant,MARKET,SIDEWALK,1,2,,"(37.7779799477, -122.416203009)"
2010,11,262,600 OCTAVIA ST,Seesaw LLC Cafe,OCTAVIA,SIDEWALK,2,4,,"(37.7778129477, -122.424683008)"
2012,3,263,540 CLEMENT ST,540 Club,CLEMENT,SIDEWALK,1,2,,"(37.7831790578, -122.465110509)"
2012,5,264,3431 19TH ST,Hog & Rocks,19TH ST,SIDEWALK,2,4,,"(37.760032948, -122.419844009)"
2010,11,265,1740 OFARRELL ST,Fat Angel Wine Bar,O'FARRELL,SIDEWALK,1,2,,"(37.7834806776, -122.433315909)"
2011,6,266,701 CORTLAND AVE,fitBERNALfit,CORTLAND,SIDEWALK,1,2,,"(37.739083948, -122.415106009)"
2010,11,267,149 NEW MONTGOMERY ST,Kaplan Building,NEW MONTGOMERY,SIDEWALK,2,4,,"(37.7869639481, -122.399560008)"
2010,12,268,701 COLE ST,Cole Valley Cafe,COLE,SIDEWALK,2,4,,"(37.7684339483, -122.450758009)"
2010,11,269,133 TURK ST,Aunt Charlie's Lounge,TURK,SIDEWALK,2,4,,"(37.7828489483, -122.411384009)"
0,0,270,1519 MISSION ST,"SF Boylesque, Mama Calizo's Voice Factory & Center for Sex & Culture",MISSION,SIDEWALK,1,2,,"(37.773653948, -122.417333009)"
2011,3,271,1152 VALENCIA ST,B^3 Artisan Wine Burgers,VALENCIA,SIDEWALK,1,2,,"(37.7544669479, -122.421195009)"
2012,4,272,257 OAK ST,Advanced Allergy Solutions,OAK,SIDEWALK,1,2,,"(37.7746429479, -122.423489009)"
2010,11,273,2232 BUSH ST,Out the Door restaurant,BUSH ST,SIDEWALK,1,2,,"(37.787207948, -122.434122009)"
2012,4,274,260 VALENCIA ST,Pauline's Pizza,VALENCIA,SIDEWALK,1,2,,"(37.7686539479, -122.422565009)"
2010,12,275,3505 20TH ST,Mission Economic Development Association,20TH ST,SIDEWALK,2,4,,"(37.7584599477, -122.419335009)"
2010,11,276,405 HOWARD ST,New Resource Bank,HOWARD,SIDEWALK,1,2,,"(37.7888909479, -122.395250009)"
2011,6,277,1607 OCEAN AVE,The Ave - Bar,OCEAN,SIDEWALK,1,2,,"(37.7243159478, -122.459553009)"
2012,3,278,4444 GEARY BLVD,Gaetani Bldg,GEARY,SIDEWALK,2,4,,"(37.7811979483, -122.467192008)"
2010,10,279,5800 03RD ST,5800 Third Street,03RD ST,SIDEWALK,12,24,,"(37.725172948, -122.395520009)"
2011,3,280,544 ALABAMA ST,Stingray Builders,ALABAMA,SIDEWALK,3,6,,"(37.7625318976, -122.412489409)"
2011,6,281,300 FUNSTON AVE,Internet Archive,FUNSTON,SIDEWALK,1,2,,"(37.7823079478, -122.471711009)"
2011,6,282,981 GENEVA AVE,Streetwise Skate Shop,GENEVA,SIDEWALK,1,2,,"(37.716070948, -122.439534009)"
2011,3,283,290 08TH ST,Lutheran Social Services of Northern CA,08TH ST,SIDEWALK,2,4,,"(37.7750749479, -122.410565009)"
2010,10,284,1435 17TH ST,J.B.'s Place,17TH ST,SIDEWALK,1,2,,"(37.7648710878, -122.398374808)"
2011,4,285,1315 16TH AVE,Urban Fauna Studio,16TH AVE,SIDEWALK,2,4,,"(37.7634496482, -122.474073009)"
2011,11,286,360 PINE ST,office building,PINE,SIDEWALK,1,2,,"(37.7921769482, -122.402028009)"
2011,6,287,2015 BALBOA ST,A Jeweler's Place,BALBOA ST,SIDEWALK,1,2,,"(37.7763370579, -122.480428009)"
2011,4,288,1501 IRVING ST,Bastet's Kindle,IRVING,SIDEWALK,1,2,,"(37.7634499483, -122.474073009)"
2013,1,289,851 HOWARD ST,Pacific Energy Center,HOWARD,SIDEWALK,1,2,,"(37.782123948, -122.403495009)"
2012,4,290,500 DE HARO ST,St. Gregory's,DE HARO,SIDEWALK,1,2,,"(37.7633509475, -122.401775009)"
2011,8,291,3998 18TH ST,7-Eleven,18TH ST,SIDEWALK,1,2,,"(37.7611919481, -122.432560008)"
2011,4,292,1825 POLK ST,High Trails Cyclery,POLK,SIDEWALK,2,4,,"(37.7938359476, -122.421649008)"
2011,3,293,3358 CESAR CHAVEZ ST,SF Day Labor Program,CESAR CHAVEZ,SIDEWALK,2,4,,"(37.7484419475, -122.417195008)"
2011,6,294,4555 CALIFORNIA ST,Village Market,CALIFORNIA ST,SIDEWALK,1,2,,"(37.7845109478, -122.466506009)"
2011,6,295,25 POINT LOBOS AVE,Walgreens,POINT LOBOS,SIDEWALK,2,4,,"(37.7794289483, -122.503565009)"
2011,3,296,1115 GEARY BLVD,residential,GEARY,SIDEWALK,1,2,,"(37.7853779482, -122.422191009)"
2011,3,297,3175 17TH ST,Root Division,17TH ST,SIDEWALK,1,2,,"(37.7633739478, -122.416699009)"
2011,5,298,1035 MARKET ST,AIDS LifeCycle office,MARKET,SIDEWALK,2,4,,"(37.7812189475, -122.410785009)"
2010,12,299,1415 LARKIN ST,Contraband Coffee Bar,LARKIN,SIDEWALK,1,2,,"(37.7909929483, -122.419254009)"
2012,9,300,3153 17TH ST,ODC Theater,17TH ST,SIDEWALK,2,4,,"(37.7633889475, -122.416447008)"
2011,1,301,625 DOUGLASS ST,Alvarado Elementary School,DOUGLASS,SIDEWALK,3,6,,"(37.7536819482, -122.438193009)"
2012,4,302,2747 19TH ST,Steven Wolf Fine Arts,19TH ST,SIDEWALK,1,2,,"(37.759659948, -122.409533009)"
2011,9,303,1025 14TH ST,McKinley ES,CASTRO ST,SIDEWALK,1,2,,"(37.7670299483, -122.435890008)"
2011,9,304,2299 15TH ST,Healthy Spirits,15TH ST,SIDEWALK,1,2,,"(37.7655270678, -122.435266109)"
2011,6,305,4288 24TH ST,Firefly restaurant,24TH ST,SIDEWALK,1,2,,"(37.7512639481, -122.438257008)"
2011,4,306,2576 03RD ST,Third Street Boxing Gym,03RD ST,SIDEWALK,2,4,,"(37.7569609481, -122.388509009)"
2011,3,307,335 08TH ST,Gama-Go,08TH ST,SIDEWALK,1,2,,"(37.7749759482, -122.409386009)"
2012,7,308,1580 MISSION ST,Goodwill,MISSION,SIDEWALK,1,2,,"(37.7738529481, -122.418409009)"
2012,1,309,1200 15TH ST,Animal Care & Control,15TH ST,SIDEWALK,2,4,,"(37.7674359477, -122.412946009)"
2011,6,310,1921 CLEMENT ST,Three Bees Nursery,CLEMENT,SIDEWALK,1,2,,"(37.7819909477, -122.480051009)"
2011,3,311,1400 MARKET ST,Little Griddle,MARKET,SIDEWALK,1,2,,"(37.7763299477, -122.418218008)"
2006,0,312,1580 MISSION ST,Goodwill,MISSION,SIDEWALK,1,2,,"(37.7738529481, -122.418409009)"
2011,11,313,441 OFARRELL ST,Ever Gold Gallery,O'FARRELL,SIDEWALK,1,2,,"(37.7856421282, -122.411957709)"
2012,4,314,701 02ND ST,Paragon Restaurant,DIVISADERO,SIDEWALK,1,2,,"(37.7806301778, -122.389625009)"
2011,5,315,1066 MARKET ST,Piper's Jewelers,MARKET,SIDEWALK,1,2,,"(37.7817989479, -122.411742008)"
2010,12,316,1749 WALLER ST,Funkydoor Yoga Haight,WALLER,SIDEWALK,2,4,,"(37.768056948, -122.452489008)"
2010,12,317,1767 WALLER ST,Hand Printed Custom Shirts,WALLER,SIDEWALK,1,2,,"(37.7681989477, -122.452668009)"
2010,0,318,1634 IRVING ST,Underdog,IRVING,SIDEWALK,1,2,,"(37.7637889477, -122.475693009)"
2011,12,319,433 CALIFORNIA ST,Office Building,CALIFORNIA ST,SIDEWALK,1,2,,"(37.7926859477, -122.401668009)"
2010,12,320,1 DR CARLTON B GOODLETT PL,City Hall,POLK,SIDEWALK,2,4,,"(37.779323948, -122.418817009)"
2010,12,321,1020 MARKET ST,Show Dogs Sausages,MARKET,SIDEWALK,1,2,,"(37.7820439483, -122.410989008)"
2010,12,322,101 GROVE ST,Department of Public Health,GROVE,SIDEWALK,1,2,,"(37.7781279477, -122.418652009)"
2012,5,323,445 JUDAH ST,Gym 445,JUDAH,SIDEWALK,1,2,,"(37.7618929476, -122.466960008)"
2012,5,324,451 JUDAH ST,Fluid Yoga,JUDAH,SIDEWALK,1,2,,"(37.7618889482, -122.467058009)"
2011,6,325,4041 JUDAH ST,Thai Cottage,JUDAH,SIDEWALK,1,2,,"(37.7602289482, -122.505550009)"
2012,2,326,560 CENTRAL AVE,Bistro Central Parc,CENTRAL,SIDEWALK,3,6,,"(37.7750019481, -122.444280009)"
2011,5,327,799 MARKET ST,Ross,MARKET,SIDEWALK,2,4,,"(37.7856469476, -122.405265009)"
2012,4,328,744 ALABAMA ST,Art Explosion,ALABAMA,SIDEWALK,1,2,,"(37.7598389482, -122.412101009)"
2011,5,329,2150 MARKET ST,Joe's Barber Shop,MARKET,SIDEWALK,2,4,,"(37.7670589482, -122.430197009)"
2005,0,330,290 DIVISION ST,DIAKADI Body Personal Training and Wellness Center,DIVISION,SIDEWALK,1,2,,"(37.7695119479, -122.408256009)"
2012,2,331,1025 MASONIC AVE,Saint Agnes Church,MASONIC,SIDEWALK,2,4,,"(37.7716179477, -122.445941009)"
2015,1,332,531 SUTTER ST,7-Eleven,SUTTER,SIDEWALK,1,2,,"(37.7891828476, -122.409118909)"
2012,5,333,3501 CALIFORNIA ST,Laurel Village Shopping Center,CALIFORNIA ST,SIDEWALK,2,4,,"(37.7862343782, -122.451609009)"
2012,5,334,755 SOUTH VAN NESS AVE,DPH Clinic,S VAN NESS,SIDEWALK,2,4,,"(37.7610509476, -122.416734009)"
2011,8,335,1408 MARKET ST,ma'velous,MARKET,SIDEWALK,3,6,,"(37.7763299477, -122.418218008)"
2011,11,336,2 SACRAMENTO ST,Banana Republic,SACRAMENTO,SIDEWALK,1,2,,"(37.7947985377, -122.398472809)"
2012,6,337,3049 22ND ST,Push Bike,22ND ST,SIDEWALK,1,2,,"(37.7554619475, -122.415315009)"
2011,5,338,865 MARKET ST,Westfield Centre,MARKET,SIDEWALK,1,2,,"(37.7839469483, -122.407158008)"
2011,6,339,602 IRVING ST,Beanery,IRVING,SIDEWALK,1,2,,"(37.7643019483, -122.464396009)"
2011,6,340,1570 07TH AVE,Garden for the Environment,07TH AVE,SIDEWALK,5,10,,"(37.759110878, -122.463573009)"
2012,5,341,2097 TURK BLVD,St. Cyprian's Episcopal Church,TURK,SIDEWALK,2,4,,"(37.7789019479, -122.443361009)"
2012,5,342,395 VALENCIA ST,Nooworks,VALENCIA,SIDEWALK,1,2,,"(37.7668110077, -122.421752508)"
2011,6,343,1579 SANCHEZ ST,Noe Valley Physical Therapy,SANCHEZ,SIDEWALK,1,2,,"(37.7439139479, -122.428601009)"
2011,5,344,1220 MARKET ST,Sam's Diner,MARKET,SIDEWALK,3,6,,"(37.7785239483, -122.415608008)"
2011,8,345,94 29TH ST,New Mission Acupuncture,29TH ST,SIDEWALK,1,2,,"(37.7441709476, -122.422276008)"
2011,11,346,231 FRANKLIN ST,nojo restaurant,FRANKLIN,SIDEWALK,2,4,,"(37.7767959478, -122.421586009)"
2012,5,347,2405 16TH ST,Skin Salvation,16TH ST,SIDEWALK,3,6,,"(37.7653419476, -122.410774009)"
2011,4,348,1352 IRVING ST,Everybody Bikes,IRVING,SIDEWALK,1,2,,"(37.7639869483, -122.472606008)"
2011,11,349,100 BUSH ST,Noah's Bagels,BUSH ST,SIDEWALK,1,2,,"(37.7915689483, -122.399964009)"
2011,11,350,161 STEUART ST,Ozumo Restaurant,STEUART,SIDEWALK,2,4,,"(37.7926989483, -122.391982009)"
2011,5,351,979 MARKET ST,Blick Arts Materials,MARKET,SIDEWALK,2,4,,"(37.7822809479, -122.409531009)"
2012,4,352,320 FELL ST,Fatted Calf Charcuterie,FELL,SIDEWALK,2,4,,"(37.7761599479, -122.423195009)"
2011,5,353,2323 MARKET ST,D & H Jewelers,MARKET,SIDEWALK,1,2,,"(37.7633439477, -122.433627009)"
2003,0,354,1653 MISSION ST,UNKNOWN,MISSION,SIDEWALK,1,2,,"(37.7714139475, -122.419465009)"
2012,5,355,304 VALENCIA ST,Glama Rama,VALENCIA,SIDEWALK,2,4,,"(37.7678549477, -122.422484009)"
2011,11,356,500 HOWARD ST,Foundry Square,HOWARD,SIDEWALK,1,2,,"(37.7884229477, -122.396569009)"
2012,6,357,720 YORK ST,Benjamini Associates,YORK,SIDEWALK,1,2,,"(37.7598259478, -122.409203009)"
2015,1,358,398 HAYES ST,"Absinthe Brasserie & Bar and Shute, Mihaly & Weinberger",GOUGH,SIDEWALK,1,2,,"(37.7770478481, -122.422912108)"
2011,5,359,776 MARKET ST,Walgreens,MARKET,SIDEWALK,2,4,,"(37.7864589476, -122.405546009)"
2011,5,360,710 MARKET ST,One Kearny,MARKET,SIDEWALK,1,2,,"(37.787706948, -122.403853009)"
2012,2,361,2872 FOLSOM ST,The Yoga Society of SF,FOLSOM,SIDEWALK,2,4,,"(37.7514349477, -122.414328009)"
2012,6,362,455 VALENCIA ST,Studio Valencia,VALENCIA,SIDEWALK,1,2,,"(37.7656499481, -122.421641009)"
2011,12,363,246 02ND ST,SoMa Wines,02ND ST,SIDEWALK,1,2,,"(37.7857459483, -122.397398009)"
2013,1,364,142 02ND ST,SF Soup Company,02ND ST,SIDEWALK,1,2,,"(37.7872969476, -122.399367008)"
2011,9,365,773 14TH ST,MASH,14TH ST,SIDEWALK,1,2,,"(37.7673749478, -122.430471009)"
2012,5,366,303 02ND ST,24 Hour Fitness,DIVISADERO,SIDEWALK,3,6,,"(37.7852919479, -122.395566009)"
2003,0,367,1695 MISSION ST,Discount Builders Supply,MISSION,SIDEWALK,1,2,,"(37.7704939478, -122.419124009)"
2011,6,368,1601 LANE ST,YMCA Bay View,LANE,SIDEWALK,3,6,,"(37.7318049477, -122.389581009)"
2011,5,369,942 MARKET ST,Radio Shack,MARKET,SIDEWALK,2,4,,"(37.783767948, -122.408823009)"
2011,11,370,150 POST ST,H & M,POST,SIDEWALK,1,2,,"(37.7890689477, -122.404613009)"
2011,4,371,1288 15TH AVE,Everybody Bikes,15TH ST,SIDEWALK,1,2,,"(37.7639869483, -122.472606008)"
2011,6,372,3216 FOLSOM ST,Harvest Mills Market,FOLSOM,SIDEWALK,1,2,,"(37.7467099482, -122.413809008)"
2002,0,373,1776 MISSION ST,Mr. Scooter,MISSION,SIDEWALK,1,2,,"(37.7686819476, -122.420335009)"
2012,3,374,800 MASONIC AVE,Amiti's Deli Cafe,MASONIC,SIDEWALK,2,4,,"(37.7738469481, -122.445833008)"
2011,8,375,3870 17TH ST,Frances Restaurant,17TH ST,SIDEWALK,2,4,,"(37.7628749476, -122.432243008)"
2012,2,376,2750 21ST ST,Serve-U Market,21ST ST,SIDEWALK,1,2,,"(37.7577989478, -122.409798009)"
2013,11,377,801 MARKET ST,Old Navy,MARKET,SIDEWALK,2,4,,"(37.7849902381, -122.405676609)"
2012,5,378,644 LAGUNA ST,The Empty Space,LAGUNA,SIDEWALK,1,2,,"(37.7772379478, -122.426162009)"
2011,9,379,4023 18TH ST,Philz Coffee,18TH ST,SIDEWALK,1,2,,"(37.7607649481, -122.433295009)"
2013,6,380,1909 MISSION ST,4505 Meats,MISSION,SIDEWALK,1,2,,"(37.7664729482, -122.419527008)"
2011,6,381,1131 TARAVAL ST,Brown Owl Coffee,TARAVAL,SIDEWALK,1,2,,"(37.7427679478, -122.478566009)"
2015,1,382,388 HAYES ST,"Absinthe Private Dining Room and Shute, Mihaly & Weinberger",HAYES,SIDEWALK,1,2,,"(37.7769652479, -122.422563609)"
2011,11,383,730 MONTGOMERY ST,Swiss Nex,MONTGOMERY,SIDEWALK,2,4,,"(37.796227948, -122.403125009)"
2012,6,384,500 CORBETT AVE,Rooftop ES,CORBETT,SIDEWALK,3,6,,"(37.7573959478, -122.444500009)"
0,0,385,3289 20TH ST,People's Gallery,20TH ST,SIDEWALK,1,2,,"(37.7587449483, -122.414368009)"
2012,3,386,5927 CALIFORNIA ST,Bazaar Cafe,CALIFORNIA ST,SIDEWALK,1,2,,"(37.7838249478, -122.481196009)"
2011,5,387,333 MARKET ST,Buchalter,MARKET,SIDEWALK,1,2,,"(37.7917779481, -122.397517009)"
2012,5,388,600 ARGUELLO BLVD,Rossi Pool,ARGUELLO BLVD,SIDEWALK,4,8,,"(37.7787839478, -122.457436008)"
2012,6,389,25 DIVISION ST,B.B. Hawk and Source Restaurant,DIVISION,SIDEWALK,2,4,,"(37.7695329483, -122.402529009)"
2012,6,390,2505 MARIPOSA ST,"Socratic Technologies, Inc.",MARIPOSA,SIDEWALK,2,4,,"(37.7628919476, -122.408689009)"
2011,11,391,405 HOWARD ST,New Resource Bank,HOWARD,SIDEWALK,1,2,,"(37.7888909479, -122.395250009)"
2013,1,392,95 03RD ST,UC Berkeley Extension,03RD ST,SIDEWALK,1,2,,"(37.7865539484, -122.402030009)"
2011,11,393,816 LARKIN ST,New Century Theater,LARKIN,SIDEWALK,2,4,,"(37.7854839483, -122.417683008)"
2011,6,394,1575 SOUTH VAN NESS AVE,AutoZone,S VAN NESS,SIDEWALK,1,2,,"(37.7484889476, -122.415563009)"
2011,8,395,3489 16TH ST,Ike's Place,16TH ST,SIDEWALK,2,4,,"(37.7641579482, -122.430570009)"
2012,6,396,428 11TH ST,Soma Streat Food Park,11TH ST,SIDEWALK,4,8,,"(37.7697769477, -122.411897009)"
2012,5,397,1436 POLK ST,Polk Street Boxing Gym,POLK,SIDEWALK,1,2,,"(37.790265948, -122.420299008)"
2011,12,398,760 MARKET ST,Phelan Building,MARKET,SIDEWALK,1,2,,"(37.7864589476, -122.405546009)"
2011,5,399,1234 MARKET ST,Bay 1 Fitness,MARKET,SIDEWALK,3,6,,"(37.7785009476, -122.415798008)"
2015,1,400,333 HAYES ST,"Acrimony and Frederick Y Huang, M.D.",HAYES,SIDEWALK,2,4,,"(37.7768657483, -122.422011508)"
2015,1,401,4229 18TH ST,Adhirkara Yoga,18TH ST,SIDEWALK,1,2,,"(37.7606488478, -122.436658008)"
2015,1,402,5201 03RD ST,Aguiladeoro,03RD ST,SIDEWALK,2,4,,"(37.7304866476, -122.391843909)"
2012,6,403,508 14TH ST,Care Practice Medical Office,14TH ST,SIDEWALK,1,2,,"(37.7681899482, -122.424880008)"
2012,2,404,None,Garden for SF Homeless Connect,OCTAVIA,SIDEWALK,1,2,,"(37.7741652875, -122.423839609)"
2011,11,405,301 PINE ST,Equinox,PINE,SIDEWALK,1,2,,"(37.7918339479, -122.401280008)"
2011,12,406,589 HOWARD ST,GitHub,HOWARD,SIDEWALK,1,2,,"(37.7869059477, -122.397672009)"
2012,6,407,3520 20TH ST,Her Majesty's Secret Beekeeper,20TH ST,SIDEWALK,1,2,,"(37.7588369482, -122.419665009)"
2011,12,408,425 CALIFORNIA ST,Chase Building,CALIFORNIA ST,SIDEWALK,3,6,,"(37.7927959482, -122.401353009)"
2011,11,409,77 BATTERY ST,SF Sport and Spine Physical Therapy,BATTERY,SIDEWALK,1,2,,"(37.7919409483, -122.399989009)"
2012,2,410,440 PAGE ST,Page Street Community Garden,PAGE,SIDEWALK,1,2,,"(37.7736232583, -122.428101509)"
2011,11,411,815 HYDE ST,Hyde Street Wellness,HYDE,SIDEWALK,2,4,,"(37.7885049477, -122.417256009)"
2012,2,412,2845 24TH ST,Samy's Liquors,24TH ST,SIDEWALK,2,4,,"(37.7525919479, -122.408791008)"
2012,7,413,1660 PACIFIC AVE,TRX Training Centers,PACIFIC,SIDEWALK,1,2,,"(37.7951567481, -122.422569109)"
2011,11,414,1073 MARKET ST,Huckleberry Bicycles,MARKET,SIDEWALK,2,4,,"(37.7806439482, -122.411615009)"
2012,7,415,538 IRVING ST,Surreal You Hair Design,IRVING,SIDEWALK,1,2,,"(37.7643039482, -122.463898009)"
2015,1,416,1725 HAIGHT ST,Alembic,HAIGHT,SIDEWALK,1,2,,"(37.769341248, -122.451189809)"
2012,3,417,1501 WALLER ST,Soulful Pilates,WALLER,SIDEWALK,1,2,,"(37.7686969482, -122.448646009)"
2011,11,418,None,Great Hwy & Judah St,JUDAH,SIDEWALK,3,6,,"(37.7602599477, -122.509560009)"
2011,11,419,1000 MARKET ST,Community Housing Partnership San Cristina,MARKET,SIDEWALK,2,4,,"(37.7820439483, -122.410989008)"
2011,11,420,None,Judah St & La Playa St,JUDAH,SIDEWALK,1,2,,"(37.760139948, -122.508920008)"
2011,11,421,1301 GREAT HWY,INTERSECTION LOCATION,JUDAH,SIDEWALK,1,2,,"(37.7613673879, -122.509380809)"
2011,11,422,994 MARKET ST,Art Gallery,MARKET,SIDEWALK,2,4,,"(37.7826888677, -122.410339909)"
2011,8,423,1206 MASONIC AVE,Coffee to the People,MASONIC,SIDEWALK,2,4,,"(37.7700549481, -122.444985008)"
2011,2,424,1933 MISSION ST,MediThrive,MISSION,SIDEWALK,1,2,,"(37.766271948, -122.419434009)"
2012,7,425,284 29TH ST,Spark Chiropractic,29TH ST,SIDEWALK,1,2,,"(37.7438409482, -122.426367009)"
2012,2,426,2797 16TH ST,Soccer Cafe,16TH ST,SIDEWALK,2,4,,"(37.7650839482, -122.414959008)"
2010,11,427,201 MISSION ST,Bistro Burger,MISSION,SIDEWALK,1,2,,"(37.7910339479, -122.394768009)"
2015,1,428,1605 JERROLD AVE,All Good Pizza,JERROLD,SIDEWALK,2,4,,"(37.7386764476, -122.389802408)"
2011,11,429,937 GEARY ST,Amsterdam Cafe,GEARY,SIDEWALK,1,2,,"(37.7857559479, -122.418776009)"
2012,2,430,212 CLEMENT ST,Seedstore & Park Life,CLEMENT,SIDEWALK,1,2,,"(37.783315948, -122.461803009)"
2012,4,431,57 HARTFORD ST,Hartford Street Zen Center,HARTFORD,SIDEWALK,1,2,,"(37.7615899483, -122.433638008)"
2012,2,432,2937 24TH ST,la Victoria Bakery,24TH ST,SIDEWALK,1,2,,"(37.7525199475, -122.410756008)"
2015,1,433,4585 MISSION ST,Allegro Dental Group,MISSION ST,SIDEWALK,1,2,,"(37.7248665482, -122.434376609)"
2012,7,434,685 04TH ST,The Creamery,04TH ST,SIDEWALK,1,2,,"(37.7777192577, -122.395251309)"
